18.03.2017 ; 00:00:47 ;24.5
18.03.2017 ; 00:01:47 ;24.31
18.03.2017 ; 00:02:48 ;24.21
18.03.2017 ; 00:03:48 ;24.21
18.03.2017 ; 00:04:48 ;24.16
18.03.2017 ; 00:05:48 ;24.01
18.03.2017 ; 00:06:48 ;24.01
18.03.2017 ; 00:07:48 ;24.06
18.03.2017 ; 00:08:48 ;23.72
18.03.2017 ; 00:09:48 ;23.82
18.03.2017 ; 00:10:48 ;23.72
18.03.2017 ; 00:11:48 ;23.72
18.03.2017 ; 00:12:48 ;23.72
18.03.2017 ; 00:13:48 ;23.72
18.03.2017 ; 00:14:48 ;23.72
18.03.2017 ; 00:15:48 ;23.72
18.03.2017 ; 00:16:48 ;23.72
18.03.2017 ; 00:17:49 ;23.72
18.03.2017 ; 00:18:49 ;23.67
18.03.2017 ; 00:19:49 ;23.72
18.03.2017 ; 00:20:49 ;23.67
18.03.2017 ; 00:21:49 ;23.72
18.03.2017 ; 00:22:49 ;23.62
18.03.2017 ; 00:23:49 ;23.72
18.03.2017 ; 00:24:49 ;23.62
18.03.2017 ; 00:25:49 ;23.52
18.03.2017 ; 00:26:49 ;23.62
18.03.2017 ; 00:27:49 ;23.43
18.03.2017 ; 00:28:49 ;23.52
18.03.2017 ; 00:29:49 ;23.52
18.03.2017 ; 00:30:49 ;23.38
18.03.2017 ; 00:31:49 ;23.38
18.03.2017 ; 00:32:50 ;23.47
18.03.2017 ; 00:33:50 ;23.43
18.03.2017 ; 00:34:50 ;23.38
18.03.2017 ; 00:35:50 ;23.38
18.03.2017 ; 00:36:50 ;23.33
18.03.2017 ; 00:37:50 ;23.38
18.03.2017 ; 00:38:50 ;23.28
18.03.2017 ; 00:39:50 ;23.33
18.03.2017 ; 00:40:50 ;23.33
18.03.2017 ; 00:41:50 ;23.33
18.03.2017 ; 00:42:50 ;23.33
18.03.2017 ; 00:43:50 ;23.23
18.03.2017 ; 00:44:50 ;23.23
18.03.2017 ; 00:45:50 ;23.23
18.03.2017 ; 00:46:51 ;23.23
18.03.2017 ; 00:47:51 ;23.28
18.03.2017 ; 00:48:51 ;23.23
18.03.2017 ; 00:49:51 ;23.23
18.03.2017 ; 00:50:51 ;23.28
18.03.2017 ; 00:51:51 ;23.23
18.03.2017 ; 00:52:51 ;23.23
18.03.2017 ; 00:53:51 ;23.23
18.03.2017 ; 00:54:51 ;23.23
18.03.2017 ; 00:55:51 ;23.23
18.03.2017 ; 00:56:51 ;23.23
18.03.2017 ; 00:57:51 ;23.23
18.03.2017 ; 00:58:51 ;23.23
18.03.2017 ; 00:59:51 ;23.23
18.03.2017 ; 01:00:51 ;23.23
